,YEAR,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PRICE,BAN,MARKET CAP,ValueARG,VolumeARG
5404,2016/1/0/0,HNG,7671438950000.0,95175801000.0,1047702612000.0,1281867804000.0,546138876000.0,605683919000.0,3848636634000.0,3222232694000.0,7888705997000.0,7.8,6.9,5983722381000.0,17598100000.0,2230108.0
5405,2016/1/0/0,HPG,7329514190000.0,1020132418162.0,5711521467700.0,7142386716272.0,2926138476017.0,831098188625.0,1705089375974.0,6033626509231.0,9239506983566.0,34.0,44.1,24920348246000.0,129238200000.0,3863524.0
5406,2016/1/0/0,HQC,3950000000000.0,51700120679.0,306617804601.0,409032082298.0,56513214629.0,4100000000.0,3481539094692.0,779134336642.0,1873963190038.0,5.7,5.62,2251500000000.0,21562900000.0,3878989.0
5407,2016/1/0/0,HSG,1310270670000.0,187210992612.0,3263921415914.0,3913151406867.0,230495507758.0,0.0,1038307077609.0,2445629107825.0,4330840641862.0,50.0,56.7,6551353350000.0,74078400000.0,1667031.0
5408,2016/1/0/0,HT1,3180000000000.0,130696794955.0,1375507273348.0,1743669499636.0,250154094033.0,6612125500.0,451049542650.0,665985515166.0,2952520097436.0,28.2,29.2,8967600000000.0,1464500000.0,54116.0
5409,2016/1/0/0,HTI,249492000000.0,16132729115.0,74441971960.0,107081582151.0,19085876611.0,20135444444.0,29233106822.0,13649093552.0,69852257875.0,15.5,18.5,386712600000.0,2784100000.0,167875.0
5410,2016/1/0/0,HTL,120000000000.0,26682490703.0,333261497877.0,374881554705.0,54254239447.0,1756260000.0,57678923123.0,221861283808.0,170772740965.0,89.0,71.0,1068000000000.0,914500000.0,10444.0
5411,2016/1/0/0,IDI,983250000000.0,15563528455.0,729823179060.0,814269488825.0,347732634622.0,519344862388.0,1321675962596.0,606162444667.0,1917958945277.0,7.4,5.8,727605000000.0,2759700000.0,362920.0
5412,2016/1/0/0,IJC,2741945250000.0,17358243016.0,65812628582.0,122499956380.0,94282851475.0,1300000000.0,842693773482.0,4442074088341.0,2243886415666.0,7.7,8.8,2111297842500.0,4212900000.0,536886.0
5413,2016/1/0/0,IMP,289426460000.0,21231191665.0,123450760026.0,192704805553.0,164620889198.0,3257075260.0,252948633429.0,227411272942.0,88776302445.0,46.8,52.5,1354515832800.0,693300000.0,14580.0
5414,2016/1/0/0,ITA,8384248490000.0,17335186065.0,32987687263.0,93242740799.0,27752658446.0,0.0,1897237339246.0,3606780074753.0,1882636468299.0,4.5,4.9,3772911820500.0,9820900000.0,2110727.0
5415,2016/1/0/0,ITC,690866880000.0,-2218980519.0,15971936362.0,19751678074.0,17488169922.0,0.0,318877301966.0,1638697034404.0,550470522850.0,8.2,10.8,566510841600.0,3316500000.0,391226.0
5416,2016/1/0/0,ITD,153249760000.0,7036578577.0,76399366507.0,101750206687.0,57278241073.0,40552211751.0,151642212398.0,213558413725.0,336211339309.0,22.4,29.8,343279462400.0,2638200000.0,122424.0
5417,2016/1/0/0,JVC,1125001710000.0,-5071921189.0,106165328242.0,133093933858.0,29889021305.0,0.0,169818196228.0,107376602344.0,146901960290.0,4.6,3.6,517500786600.0,2741500000.0,638047.0
5418,2016/1/0/0,KBC,4757111670000.0,107518976336.0,262242724176.0,446300107475.0,343915952502.0,1738191200.0,3488989361715.0,8282246451376.0,2940301270722.0,13.8,17.5,6564814104600.0,20778000000.0,1552458.0
5419,2016/1/0/0,KDC,2566533970000.0,27526074689.0,233605700801.0,393796295536.0,345657940573.0,1943693354251.0,1162757032524.0,120840489267.0,848931094667.0,26.6,29.5,6826980360200.0,10725800000.0,413379.0
5420,2016/1/0/0,KDH,1800000000000.0,97489639000.0,346076792000.0,569088856000.0,543288839000.0,510000000.0,820454717000.0,5728846710000.0,715837119000.0,22.9,23.3,4122000000000.0,2183900000.0,95415.0
5421,2016/1/0/0,KHP,415512960000.0,1127659386.0,672777521665.0,704949315795.0,140456942229.0,318150795799.0,80968287250.0,89384022456.0,635540568091.0,10.6,10.7,440443737600.0,1137000000.0,100166.0
5422,2016/1/0/0,KMR,488814430000.0,3161628870.0,61495274420.0,76075676653.0,13703503569.0,0.0,115392032298.0,179321568479.0,178868265724.0,6.7,5.5,327505668100.0,7308100000.0,1102278.0
5423,2016/1/0/0,KPF,156000000000.0,3285216860.0,10016606070.0,15388644511.0,8062303856.0,0.0,37005624769.0,155372057.0,17699197004.0,8.4,8.2,131040000000.0,2082300000.0,264496.0
5424,2016/1/0/0,SFG,435433060000.0,17707866383.0,399400990576.0,431008053336.0,33350569138.0,0.0,281048560752.0,635191592497.0,590664051233.0,13.7,13.7,596543292200.0,248900000.0,17902.0
5425,2016/1/0/0,LAF,147280190000.0,3133070969.0,156350526464.0,160346293401.0,7513030592.0,1009101472.0,35077132192.0,129610291149.0,82636348174.0,13.7,13.3,201773860300.0,184300000.0,13769.0
5426,2016/1/0/0,LBM,85000000000.0,7792811117.0,43474553748.0,63304066314.0,10933234517.0,7009000000.0,53003729640.0,26503067076.0,37281345501.0,26.7,38.0,226950000000.0,226500000.0,8907.0
5427,2016/1/0/0,LCG,762499560000.0,9830158948.0,122686541266.0,133669083523.0,17743865300.0,0.0,1045625996241.0,361190129422.0,1191565232907.0,5.4,5.0,411749762400.0,1373300000.0,250926.0
5428,2016/1/0/0,LCM,246330000000.0,-8804945072.0,68902958520.0,60874190880.0,3583301652.0,0.0,137393260124.0,32410256359.0,72339779771.0,2.7,1.8,66509100000.0,475100000.0,177082.0
5429,2016/1/0/0,LDG,750000000000.0,39694499566.0,78336741539.0,148376867557.0,18453150233.0,0.0,271847124917.0,1210348661517.0,217155917269.0,10.0,9.5,750000000000.0,5765500000.0,652594.0
5430,2016/1/0/0,LGC,1928547650000.0,69195228893.0,35814253938.0,67380755753.0,973180464646.0,15000000000.0,704280101417.0,71174280235.0,1106239325134.0,21.6,22.0,4165662924000.0,248100000.0,11883.0
5431,2016/1/0/0,LHG,260826270000.0,20337222099.0,18445449539.0,38008189886.0,293494656953.0,1513022589.0,360978483277.0,294000812536.0,520775478075.0,23.8,23.5,620766522600.0,10438400000.0,431253.0
5432,2016/1/0/0,LIX,216000000000.0,37211357848.0,345709313218.0,441449705524.0,222551063411.0,0.0,112890814079.0,133471704233.0,244960016719.0,77.0,61.5,1663200000000.0,3844200000.0,47716.0
5433,2016/1/0/0,LM8,86936230000.0,9767373128.0,275490731198.0,308679225537.0,143965887213.0,87000000000.0,483792529725.0,756847367059.0,1438754562137.0,28.8,27.76,250376342400.0,429200000.0,14795.0
5434,2016/1/0/0,LSS,700000000000.0,36945496500.0,381232037426.0,458019883698.0,140641337722.0,3084333333.0,542004908155.0,359218008446.0,850452806949.0,12.6,14.3,882000000000.0,16771800000.0,1330870.0
5435,2016/1/0/0,MCG,575100000000.0,2358771575.0,55710506315.0,60070323838.0,61478213312.0,20190521600.0,582983378092.0,532701930390.0,1011706476401.0,3.1,2.7,178281000000.0,369900000.0,115429.0
5436,2016/1/0/0,MDG,108890310000.0,1253492546.0,37394171592.0,44847520931.0,21044128136.0,16422000000.0,64222248582.0,112694309963.0,201422828954.0,8.2,12.7,89290054200.0,306400000.0,36026.0
5437,2016/1/0/0,MHC,271109080000.0,40526538865.0,8425941404.0,9242583581.0,7097494406.0,252426042818.0,172340465869.0,4549000.0,47448188100.0,12.1,11.0,328041986800.0,5248000000.0,419511.0
5438,2016/1/0/0,MSN,7467179000000.0,393494000000.0,6356479000000.0,8768626000000.0,4686894000000.0,6991548000000.0,2323051000000.0,3669695000000.0,12211221000000.0,72.5,64.0,54137047750000.0,26095100000.0,375181.0
5439,2016/1/0/0,MWG,1468889740000.0,418025112363.0,8037820417725.0,9627014411874.0,428430307675.0,0.0,545036989515.0,5578492378888.0,5063479339231.0,78.5,131.5,11530784459000.0,8781700000.0,114433.0
5440,2016/1/0/0,NAF,300000000000.0,5725895976.0,59198240973.0,74749546343.0,19499290324.0,33000000000.0,287150626762.0,43643115810.0,134852947088.0,29.8,28.7,894000000000.0,5209200000.0,175750.0
5441,2016/1/0/0,NBB,583212000000.0,982619748.0,9510848649.0,10546938640.0,19720277756.0,0.0,404621516011.0,1039558299380.0,903217515109.0,19.4,18.3,1131431280000.0,7424200000.0,422757.0
5442,2016/1/0/0,NCT,261669400000.0,76571782141.0,75137857924.0,180717170798.0,11325235354.0,216920380000.0,55407140014.0,5741382453.0,60935724587.0,112.0,109.0,2930697280000.0,5256300000.0,46552.0
5443,2016/1/0/0,NHA,116000000000.0,4119003543.0,33740299679.0,40156854089.0,644378832.0,0.0,31851037904.0,25655721873.0,56797655765.0,10.4,14.7,120640000000.0,1514852530.0,163307.0
5444,2016/1/0/0,NKG,500343610000.0,65890992705.0,1659120292471.0,1798585753586.0,116201132245.0,9353176.0,711090049734.0,940178560162.0,2291287614661.0,17.0,25.8,850584137000.0,5279200000.0,314545.0
5445,2016/1/0/0,NLG,1415721570000.0,42146394991.0,256991205082.0,374747554946.0,184395626315.0,0.0,574318501399.0,3598989105013.0,1888306364369.0,24.1,21.5,3411888983700.0,3822500000.0,166172.0
5446,2016/1/0/0,NNC,131522610000.0,38073400097.0,67138899748.0,116417485757.0,14945667704.0,82507819200.0,27503510570.0,138624211530.0,123185296028.0,68.0,105.0,894353748000.0,2402600000.0,35468.0
5447,2016/1/0/0,NSC,152950000000.0,41369868572.0,190610598882.0,295977497585.0,172493273864.0,2386660700.0,268274181477.0,360456966381.0,387159972752.0,95.0,106.0,1453025000000.0,128600000.0,1362.0
5448,2016/1/0/0,NT2,2739198430000.0,318638967136.0,923138684008.0,1387214998852.0,1812067301313.0,0.0,1349219758505.0,294340620319.0,2269232914922.0,29.0,35.2,7943675447000.0,17837100000.0,611036.0
5449,2016/1/0/0,NTL,636000000000.0,2013587662.0,29682950323.0,36429844177.0,63026988432.0,353254000.0,99805314599.0,954564407442.0,266356534404.0,9.8,10.0,623280000000.0,3873000000.0,392252.0
5450,2016/1/0/0,NVT,905000000000.0,8206519361.0,24664490003.0,59238883423.0,11267827827.0,3167000000.0,340055849298.0,10614335806.0,152044430637.0,2.5,1.8,226250000000.0,905800000.0,334880.0
5451,2016/1/0/0,OGC,3000000000000.0,4542098175.0,111769905338.0,184961762235.0,136022164940.0,114180453956.0,2468263082197.0,317322607129.0,3216602648235.0,3.0,2.2,900000000000.0,5990600000.0,1980750.0
5452,2016/1/0/0,PAC,309812930000.0,21902702561.0,467572181811.0,542532006589.0,134083969659.0,190000000000.0,164290560931.0,405587959872.0,746938836664.0,40.5,35.8,1254742366500.0,5781500000.0,141667.0
5453,2016/1/0/0,PAN,1008724970000.0,133017300845.0,491296409009.0,630050177550.0,841799945244.0,59935881175.0,434190543422.0,635327798089.0,691796199588.0,38.5,40.5,3883591134500.0,4165600000.0,116973.0
5454,2016/1/0/0,PDR,2018099710000.0,25218451912.0,55035410773.0,99038307773.0,14831308236.0,0.0,741396154580.0,6475145762154.0,1637007035899.0,14.6,12.8,2946425576600.0,10759600000.0,733536.0
5455,2016/1/0/0,PET,846001240000.0,52132938070.0,2133068361110.0,2318098472573.0,1197573711357.0,0.0,1504328708229.0,1217514981888.0,3113827839231.0,13.0,13.4,1099801612000.0,3428700000.0,268751.0
5456,2016/1/0/0,PGC,603426380000.0,21983250829.0,455203743601.0,582043303656.0,41838684780.0,675000000000.0,293870542026.0,82434632745.0,1175191649135.0,10.5,10.4,633597699000.0,164500000.0,15553.0
5457,2016/1/0/0,PGD,899990250000.0,82353794338.0,643124380747.0,889467894171.0,1196533040306.0,0.0,412278130879.0,19079790023.0,950564356341.0,46.9,45.9,4220954272500.0,27407900000.0,612010.0
5458,2016/1/0/0,PHR,813000000000.0,36405447958.0,166850468109.0,179604427777.0,256510863035.0,209252349633.0,126489499598.0,112302412115.0,645161099869.0,18.9,19.4,1536570000000.0,6456100000.0,331216.0
5459,2016/1/0/0,PJT,108172380000.0,7159821067.0,84318251817.0,98583715956.0,61515319903.0,0.0,32755977976.0,19925839304.0,69499030581.0,12.3,10.9,133052027400.0,119600000.0,10366.0
5460,2016/1/0/0,PNJ,982745770000.0,123801600650.0,1908672148295.0,2330022434984.0,34044523513.0,65000000.0,66789405292.0,2256431073630.0,1486987242764.0,57.0,64.0,5601650889000.0,4387200000.0,78616.0
5461,2016/1/0/0,PPC,3262350000000.0,-156856779576.0,1654288091593.0,1706722375474.0,271625987355.0,2174351965073.0,2584608512891.0,799229794114.0,1274555212620.0,19.3,17.7,6296335500000.0,11469700000.0,630816.0
5462,2016/1/0/0,PTB,151206640000.0,57216020554.0,679970309933.0,806306724026.0,56288938305.0,30450000000.0,423006578640.0,381883253817.0,784450639992.0,116.0,116.0,1753997024000.0,3709600000.0,33530.0
5463,2016/1/0/0,PTC,179999990000.0,48932753257.0,92353122873.0,94994547039.0,22832703194.0,161303182676.0,258683495687.0,53761775182.0,345849940794.0,8.0,7.4,143999992000.0,130000000.0,18802.86
5464,2016/1/0/0,PTL,1000000000000.0,-9354340485.0,9201252523.0,12469520055.0,37395762120.0,0.0,325068050074.0,243632409960.0,375851175118.0,1.8,2.2,180000000000.0,586900000.0,310662.0
5465,2016/1/0/0,PVD,3484662590000.0,82032527025.0,1333617981732.0,1577364005718.0,2923411275960.0,1294296302880.0,2616176685780.0,881674057740.0,4216388339940.0,24.3,26.3,8467730093700.0,32585900000.0,1340321.0
5466,2016/1/0/0,PVT,2558575420000.0,99202561790.0,1383686695801.0,1533691042774.0,2134155765589.0,475341695000.0,1132998009607.0,46779881095.0,2142337925451.0,11.1,15.4,2840018716200.0,17664100000.0,1601498.0
5467,2016/1/0/0,PXI,300000000000.0,513883645.0,90828813154.0,105049614718.0,55003089984.0,0.0,549097979241.0,234255041044.0,799374561232.0,5.7,5.2,171000000000.0,824100000.0,152404.0
5468,2016/1/0/0,PXS,600000000000.0,34032437499.0,555694555431.0,625391190651.0,114744735364.0,0.0,857978200993.0,151680934381.0,1013251262266.0,12.6,13.0,756000000000.0,6687600000.0,506409.0
5469,2016/1/0/0,QBS,639999280000.0,25187775751.0,1356145420945.0,1422609637398.0,165420369132.0,17000000000.0,706230509537.0,615132179435.0,1515681609764.0,7.4,7.7,473599467200.0,4197500000.0,575532.0
5470,2016/1/0/0,QCG,2751293100000.0,1512862625.0,75842698139.0,82966888938.0,38598190019.0,16959400000.0,1342590929274.0,5746751917218.0,3500814317384.0,4.5,4.7,1238081895000.0,471400000.0,100950.0
5471,2016/1/0/0,RAL,115000000000.0,27879776685.0,685486651921.0,813117147197.0,465766193850.0,240000000000.0,268859083616.0,842602025131.0,1434459121208.0,73.5,97.0,845250000000.0,911200000.0,11910.0
5472,2016/1/0/0,RDP,181338410000.0,16862578427.0,212387818903.0,252965336520.0,15394058207.0,0.0,155752003156.0,235830714497.0,398217353850.0,29.3,30.0,531321541300.0,654900000.0,22631.0
5473,2016/1/0/0,REE,2696168100000.0,109910461804.0,322337817456.0,552914276153.0,1173265912265.0,464371841600.0,1252983200091.0,623977954146.0,2143622266399.0,24.0,23.23,6470803440000.0,6910800000.0,293423.0
5474,2016/1/0/0,SAM,1802353360000.0,-3280667279.0,394289940291.0,423902279860.0,61036520033.0,3082500000.0,620690862004.0,784160909000.0,805214370388.0,9.6,9.0,1730259225600.0,2535300000.0,270740.0
5475,2016/1/0/0,SBA,604882610000.0,-2495919669.0,7957557520.0,22582583944.0,12564446502.0,0.0,38470769674.0,1546587904.0,89102741259.0,9.4,9.5,568589653400.0,182500000.0,19288.0
5476,2016/1/0/0,SBT,1947610330000.0,75292458557.0,760359539030.0,906608524056.0,432968081332.0,130109932943.0,2401895474429.0,723088610834.0,2432920548073.0,33.6,32.9,6543970708800.0,45002100000.0,1365765.0
5477,2016/1/0/0,SC5,149845510000.0,9627160905.0,355754044153.0,369573932491.0,233313006671.0,26496710810.0,450501403610.0,1073170279478.0,1114903305429.0,25.0,28.0,374613775000.0,138600000.0,5538.0
5478,2016/1/0/0,SCD,85000000000.0,7641477213.0,58846286467.0,93713363347.0,17870340367.0,134900000000.0,32732782875.0,24258187653.0,68803328296.0,45.9,37.6,390150000000.0,171100000.0,3712.0
5479,2016/1/0/0,SCR,2170691340000.0,6506751945.0,7476324149.0,26148105782.0,239126775605.0,53745060505.0,1566564973964.0,2812188757813.0,2057564147465.0,9.1,9.9,1975329119400.0,17475140430.0,1897954.8
5480,2016/1/0/0,SFI,108330890000.0,12675458439.0,91278469907.0,132444716033.0,148604070046.0,0.0,195025789884.0,65716714.0,216394705789.0,28.7,29.9,310909654300.0,196800000.0,6834.0
5481,2016/1/0/0,SHA,180000000000.0,7870450831.0,101514356775.0,128248609366.0,39639048949.0,29000000000.0,123938464713.0,85710307708.0,180699901379.0,10.8,9.5,194400000000.0,4674517920.0,436142.2
5482,2016/1/0/0,SHI,547107230000.0,17532791441.0,378977908984.0,466383284239.0,45784535575.0,0.0,468831626354.0,627314652588.0,953883733515.0,10.8,9.3,590875808400.0,14378000000.0,1305553.0
5483,2016/1/0/0,SHP,937102000000.0,-54325784762.0,54431359850.0,36133525955.0,124632934833.0,3821364689.0,68853451088.0,990602022.0,277082823657.0,18.5,21.2,1733638700000.0,242200000.0,13321.0
5484,2016/1/0/0,SJD,459991500000.0,14284359423.0,20762164655.0,47407596064.0,63554638345.0,50000000000.0,282713467698.0,6188227235.0,57363663100.0,24.3,27.6,1117779345000.0,681600000.0,27781.0
5485,2016/1/0/0,SJS,1000000000000.0,15032905205.0,-2143290778.0,15871927637.0,104749845965.0,81961570000.0,544380112959.0,2816652938114.0,2859860701035.0,21.9,23.9,2190000000000.0,3870400000.0,182706.0
5486,2016/1/0/0,SKG,244795850000.0,54024099345.0,26188722968.0,86764334496.0,171180707058.0,106000000000.0,10938720603.0,8510462057.0,12070624036.0,122.0,131.2,2986509370000.0,5401300000.0,44215.0
5487,2016/1/0/0,SMA,161200000000.0,-1589238969.0,111415526819.0,115741989229.0,5662478401.0,319996800.0,162763064548.0,98974551092.0,263293096105.0,5.7,6.6,91884000000.0,340400000.0,63055.0
5488,2016/1/0/0,SMC,295183610000.0,58944033235.0,1856855978239.0,1989624706236.0,122898372836.0,690536118838.0,923619135082.0,739846211349.0,2724614421250.0,11.1,13.0,327653807100.0,706100000.0,64085.0
5489,2016/1/0/0,SPM,140000000000.0,7565919696.0,92746989966.0,114572440400.0,4226260611.0,0.0,653311320029.0,62057523848.0,222235298450.0,18.7,18.9,261800000000.0,168400000.0,9038.0
5490,2016/1/0/0,SRC,200474150000.0,10393125398.0,163608681758.0,196333135214.0,36783292013.0,0.0,135867335564.0,247516775159.0,152800214779.0,31.0,33.2,621469865000.0,4327400000.0,133643.0
5491,2016/1/0/0,SRF,243749160000.0,6987232503.0,140005024943.0,156848524257.0,149209425383.0,184000000000.0,310788788064.0,277090633473.0,754017656612.0,20.0,26.8,487498320000.0,244100000.0,13051.0
5492,2016/1/0/0,ST8,165492090000.0,6882610095.0,276273443335.0,317580392853.0,117180698411.0,0.0,54237735823.0,131981015707.0,62212395684.0,26.2,23.1,433589275800.0,100100000.0,4127.0
5493,2016/1/0/0,STG,275606980000.0,18124029231.0,149138297470.0,191024502494.0,207233889965.0,58170579700.0,184448690739.0,35925597750.0,302236827101.0,15.5,18.93,427190819000.0,120100000.0,8001.0
5494,2016/1/0/0,STK,465358350000.0,2897232196.0,248339557417.0,262280067934.0,18115892276.0,0.0,96368192568.0,270244774154.0,322672162936.0,27.2,23.98,1265774712000.0,953500000.0,35582.0
5495,2016/1/0/0,SVC,249955730000.0,32102453914.0,2581763474794.0,2731157220218.0,140872795088.0,41333913855.0,393324624907.0,554962305269.0,1060118654518.0,36.1,41.0,902340185300.0,3732400000.0,108190.0
5496,2016/1/0/0,KSB,234000000000.0,33272529907.0,112430707096.0,180136674662.0,83928545778.0,0.0,113161533771.0,52789239111.0,76629121133.0,49.0,74.5,1146600000000.0,14452100000.0,300186.0
5497,2016/1/0/0,SZL,200000000000.0,12804158877.0,35736568425.0,50923860943.0,134395298590.0,286857000000.0,41814595528.0,84736652941.0,128915892122.0,20.5,27.3,410000000000.0,135300000.0,6586.0
5498,2016/1/0/0,TCL,209438930000.0,17839006033.0,149436421366.0,178428453275.0,40208916503.0,0.0,240692078843.0,3618048153.0,259459317534.0,27.5,29.4,575957057500.0,776500000.0,27552.0
5499,2016/1/0/0,TCM,491999510000.0,22242983693.0,651567866041.0,739465033558.0,130940591728.0,4500000000.0,291045328693.0,657950500621.0,1251926495947.0,27.1,20.3,1333318672100.0,12716800000.0,493636.0
5500,2016/1/0/0,TCR,445421280000.0,10265468376.0,286956525282.0,371221912406.0,129709161418.0,0.0,174237638573.0,496801274947.0,773877234711.0,8.5,8.4,378608088000.0,479600000.0,56682.0
5501,2016/1/0/0,TCT,127880000000.0,56309425336.0,9046158656.0,90002996089.0,9250819159.0,151350000000.0,4904638370.0,5102325725.0,19130946062.0,52.0,55.0,664976000000.0,842400000.0,15231.0
5502,2016/1/0/0,TDC,1000000000000.0,-22729964220.0,162379787463.0,201668593710.0,23113228857.0,3903381000.0,1101511247162.0,3767136165782.0,3404763975575.0,7.3,6.8,730000000000.0,1079900000.0,153159.0
5503,2016/1/0/0,TDH,419647260000.0,12991438880.0,113197269381.0,130798909321.0,255402347617.0,240097054422.0,758201026676.0,415148434493.0,897970185399.0,13.6,13.2,570720273600.0,1293900000.0,94324.0
5504,2016/1/0/0,TEG,150000000000.0,5987965491.0,28506766124.0,34982105851.0,1439720466.0,0.0,66433574130.0,0.0,5839080538.0,14.0,12.0,210000000000.0,6416890000.0,403330.0
5505,2016/1/0/0,THG,100000000000.0,12774056244.0,98570682520.0,134106174520.0,74693247038.0,17904964590.0,164360326591.0,218469855522.0,356649781326.0,45.5,59.1,455000000000.0,270800000.0,6199.0
5506,2016/1/0/0,TLG,383126720000.0,48330581971.0,259226172090.0,428909301222.0,320551635975.0,0.0,124869200437.0,416145216212.0,337000898204.0,78.5,94.0,3007544752000.0,751300000.0,11190.0
5507,2016/1/0/0,TLH,846455640000.0,105726370961.0,878648349630.0,1008455681070.0,126720472631.0,14385282865.0,333493600201.0,789672496938.0,935232830858.0,10.5,10.6,888778422000.0,14166300000.0,1538056.0
5508,2016/1/0/0,TMS,266105710000.0,39871513192.0,94102305479.0,132975770539.0,108062843277.0,47823543778.0,103751164474.0,6646721583.0,203482242440.0,67.5,60.3,1796213542500.0,682400000.0,10066.0
5509,2016/1/0/0,TMT,323391170000.0,17645584530.0,652859060190.0,744424548452.0,88646176085.0,350000000.0,109087157130.0,1508506627184.0,1629141956734.0,39.7,29.61,1283862944900.0,3520900000.0,90033.0
5510,2016/1/0/0,TNA,80000000000.0,30682576681.0,787880067801.0,846092871443.0,29095382728.0,40000000000.0,123862603713.0,615948695287.0,691195653225.0,57.0,57.0,456000000000.0,1897200000.0,33385.0
5511,2016/1/0/0,TNT,255000000000.0,533685214.0,20393954000.0,21408132780.0,1130845624.0,0.0,131547853156.0,0.0,115985127165.0,24.8,30.0,632400000000.0,11272000000.0,478540.0
5512,2016/1/0/0,TRA,246764330000.0,51177731825.0,263073878030.0,494325369794.0,262594836278.0,9250000000.0,366188209508.0,290807812310.0,371191839213.0,117.0,112.0,2887142661000.0,240200000.0,2135.0
5513,2016/1/0/0,TRC,300000000000.0,8508682512.0,48625734188.0,52239489978.0,73120786717.0,0.0,174512461986.0,70662958088.0,76711529886.0,23.0,21.85,690000000000.0,1488200000.0,61625.0
5514,2016/1/0/0,TS4,161606460000.0,3159064690.0,196248645824.0,223087875586.0,5122550298.0,104300000000.0,184455073259.0,639641897242.0,935492846387.0,8.1,9.5,130901232600.0,131500000.0,16148.0
5515,2016/1/0/0,TSC,1476480540000.0,22070890031.0,342035118705.0,384476093618.0,22568275939.0,387947046945.0,670788543584.0,173815993492.0,266495170281.0,7.5,5.2,1107360405000.0,19983500000.0,2451826.0
5516,2016/1/0/0,TTB,143500000000.0,9430952920.0,83095284592.0,98347641911.0,19713571673.0,0.0,51674755132.0,59067771162.0,30254829418.0,11.8,6.6,169330000000.0,4448991880.0,374495.1
5517,2016/1/0/0,TTF,1400939400000.0,54798682276.0,523189472189.0,661300046317.0,160507153453.0,1798174228.0,915903874914.0,2516945961845.0,1552093434668.0,27.2,21.5,3810555168000.0,19385100000.0,661148.0
5518,2016/1/0/0,TV2,44390000000.0,4145483949.0,141736345883.0,160669626210.0,462109746171.0,62900000000.0,204240434073.0,75987033302.0,671301357249.0,98.0,110.25,435022000000.0,1030715000.0,10236.0
5519,2016/1/0/0,TYA,279013770637.0,19883711936.0,259772653444.0,293359517841.0,240549159027.0,0.0,232553144249.0,119846151505.0,299382531031.0,14.3,20.02,398989692010.91,1237100000.0,93952.0
5520,2016/1/0/0,UDC,350000000000.0,792686256.0,83846929557.0,98446621260.0,20983076995.0,0.0,324494723091.0,823407777743.0,1155536963587.0,3.2,3.1,112000000000.0,273200000.0,88394.0
5521,2016/1/0/0,UIC,80000000000.0,8705204749.0,454801047181.0,469435461137.0,45671368686.0,0.0,130113271228.0,141676257229.0,244414955736.0,23.0,26.6,184000000000.0,290800000.0,12934.0
5522,2016/1/0/0,VCG,4417106730000.0,107710261727.0,994740480290.0,1238925920138.0,1134612178096.0,833982708664.0,5696523994706.0,2850424116842.0,9746426528291.0,10.3,15.7,4549619931900.0,7206790030.0,685305.2
5523,2016/1/0/0,VFG,176854360000.0,27808054507.0,355158561054.0,495153707947.0,137561271404.0,0.0,389449591426.0,465806431152.0,604551981878.0,63.5,74.5,1123025186000.0,2406600000.0,36965.0
5524,2016/1/0/0,VGC,2645000000000.0,103015082635.0,1488940008360.0,1923076000403.0,541648594855.0,40058530395.0,1464155214716.0,2764113652105.0,4718366625807.0,12.6,14.3,3332700000000.0,2469404700.0,184493.0
5525,2016/1/0/0,VHC,924039430000.0,100531697318.0,1362829966818.0,1600840869272.0,568649378060.0,251008141.0,1324572988655.0,1254989418608.0,2133630931056.0,29.0,54.5,2679714347000.0,2489700000.0,84870.0
5526,2016/1/0/0,VIC,19398548510000.0,1037632541424.0,10855833629589.0,15158892464791.0,5229600576496.0,9937568902250.0,16890095440903.0,24645088188777.0,67469778482598.0,52.5,57.16,101842379677500.0,50218400000.0,955808.0
5527,2016/1/0/0,VIP,639934000000.0,15487215861.0,101635976083.0,129309159935.0,144523877053.0,537597900.0,66517314360.0,83114242259.0,254807579174.0,9.0,9.2,575940600000.0,1744600000.0,190294.0
5528,2016/1/0/0,VIS,492202620000.0,21816409383.0,609149958713.0,659908336951.0,99043827756.0,4740000000.0,285992589934.0,437463682618.0,956776301126.0,9.5,12.0,467592489000.0,1952900000.0,226461.0
5529,2016/1/0/0,VNE,823575050000.0,-18319540811.0,171662511828.0,175221441279.0,34899635693.0,139355984973.0,769760469145.0,88455710658.0,748342792160.0,10.1,8.5,831810800500.0,4928300000.0,493612.0
5530,2016/1/0/0,VNG,130000000000.0,-3465510467.0,114142757858.0,119462317464.0,5178061311.0,500000000.0,71363223277.0,1877363759.0,120198842782.0,11.5,14.5,149500000000.0,353000000.0,29938.0
5531,2016/1/0/0,VNM,12006621930000.0,2161784016578.0,5993498656982.0,10332908879616.0,1228329938789.0,9305385263665.0,3370787460751.0,4029870340727.0,5760854047953.0,142.0,157.0,170494031406000.0,108958900000.0,783265.0
5532,2016/1/0/0,VNS,678591920000.0,69443800349.0,971178719285.0,1134428152044.0,235697389215.0,0.0,91357847912.0,7801989351.0,588878608665.0,26.2,31.4,1777910830400.0,7002000000.0,250798.0
5533,2016/1/0/0,VOS,1400000000000.0,-45783865569.0,367747559213.0,369203078550.0,144560507609.0,30000000000.0,473545110442.0,96508670825.0,641362342935.0,2.2,1.8,308000000000.0,253600000.0,113467.0
