Time,FOMULA,COMPANY,PRICE,BAN,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
2020/3/0/0,,NHH,,,344400000000,14878256044,236862726404,288946888694,30427976803,,164123076442,171562190583,387577479035
2020/3/0/0,,NKG,,,1819998680000,82621671847,3133214365983,3375615033269,435389113373,385678807952,1456880253936,2458654007045,4558954505598
2020/3/0/0,,NLG,,,2597025750000,32318748488,515126072523,640129997725,981231263343,36372379000,1734143255971,5398328800721,3382634034939
2020/3/0/0,,NNC,,,219200000000,27781807103,54236514331,92372394551,89266484205,129989,148499779968,74491343109,114187288154
2020/3/0/0,,NSC,,,175869880000,31139843042,189371527278,296114754886,163314407671,5800000000,208486488542,485212716195,608597935319
2020/3/0/0,,NT2,,,2878760290000,-5939520440,1084681303771,1152579068619,220037926270,152490790416,1537541720451,320963101054,2739969750389
2020/3/0/0,,NTL,,,609899500000,83572119501,55748052360,173707893077,255344439334,,268647589097,1191383080105,706964010307
2020/3/0/0,,NVL,,,9855641520000,2120532441330,1342965170790,2139545339319,9697718598051,509200840534,12158856883275,79380083398071,25268019195144
2020/3/0/0,,NVT,,,905000000000,3894609382,29704772424,52130443489,12266413194,24015000000,147615663703,10928673108,90697479160
2020/3/0/0,,OGC,,,3000000000000,28519215317,113139353671,233324245328,336556912895,230678445300,1040807865156,362530660630,1637913098348
2020/3/0/0,,OPC,,,265772800000,21685112933,134961671205,213572955891,57780936904,30068954572,146535226143,554615736489,444468124920
2020/3/0/0,,PAC,,,464717070000,46663834537,612024530629,737306763172,72100260055,573414528953,320073904294,578260072174,1445732146918
2020/3/0/0,,PAN,,,2163585800000,83318264412,2246546045167,2670110399896,3134014322901,1828036822509,1434291739750,1957129039252,6072255395871
2020/3/0/0,,PC1,,,1593242660000,177164396393,1308606321047,1643811975209,1028099151518,99782484051,3170006777102,1069889656244,3312696561700
2020/3/0/0,,PDN,,,185219540000,48665300208,148617375119,218680843012,177353103087,10000000000,123456474577,1551572099,252242370744
2020/3/0/0,,PDR,,,1302000000000,438925535048,677615277537,1315902373342,46289597140,,2365534107551,9780800106100,4076219798678
2020/3/0/0,,PET,,,866001240000,52101809978,4196200533743,4367622966499,1299219069463,135397509257,2125180168077,1195890337670,4279581573039
2020/3/0/0,,PGC,,,603426380000,36438839159,533537565040,678008069398,39285227814,624920000000,312745504431,138340272598,861741931783
2020/3/0/0,,PGD,,,899990250000,89290168360,1657360533330,1873724617753,1596097740485,,830703978812,64241199672,1840558516622
2020/3/0/0,,PHC,,,257482600000,857809295,349220808979,361798118984,11487472811,701453217,1372643201444,534652464898,1680168744820
2020/3/0/0,,PHR,,,1354991980000,139969434117,216072048882,229207905998,128886139013,567834956379,131450354099,172050749187,375420651110
2020/3/0/0,,PIT,,,151993450000,458346768,109184008985,127317498216,6789864610,4029922558,66957255450,120013896041,207963200145
2020/3/0/0,,PJT,,,153604780000,10002596603,108757104922,126834989446,43120969753,,9346357510,36430104616,129457623188
2020/3/0/0,,PLP,,,250000000000,15664623678,416423333732,457351381622,3515276662,7700000000,470417733458,203135407209,657740670335
2020/3/0/0,,PLX,,,12938780810000,921142625134,24325671675782,27461973472934,9388181484134,8592616595582,6436234600523,8331104383048,32662100080474
2020/3/0/0,,PME,,,750116250000,77877652163,253484608518,471703833027,12657036866,,740211709569,611513429816,519407175793
2020/3/0/0,,PMG,,,463362780000,1625319088,239465127812,291137198630,43166958832,44000000000,488245808429,25317539170,833806493276
2020/3/0/0,,PNC,,,110402410000,7422893991,120189776745,188613695768,77568803743,72200000000,52515287924,232466779229,350707798957
2020/3/0/0,,PNJ,,,1605080895632,202085876099,3188043827778,3922373882414,232282631402,,152348983567,6325882645841,3179894880715
2020/3/0/0,,POM,,,2796763360000,16179162874,2094435582633,2234848449329,50278793869,,2963766185777,1891601348062,5776364227315
2020/3/0/0,,POW,,,23418716000000,124495077372,5564783920381,6112182265883,7139765583436,865917790416,8982769072454,2139723817808,18981006038258
2020/3/0/0,,PPC,,,3262350000000,90320674106,1438445384722,1557450308500,227920939128,1540000000000,1381214571284,699502006686,760965923474
2020/3/0/0,,PSH,,,1261967800000,7546776286,1547332284617,1743428719066,83376828770,20000000000,618043707963,5657485542308,5443874993425
2020/3/0/0,,PTB,,,485994410000,106352664186,1138779667438,1447784309500,170385405986,50450000000,700682208144,1326143417954,2318526704468
2020/3/0/0,,PTC,,,179999990000,2428467896,1758691769,1876563609,6458919722,5706000000,182752485527,351925789,45600643464
2020/3/0/0,,PTL,,,1000000000000,2987825577,8359531119,11853036043,56529922175,152026430029,531021095637,106163529471,388289447064
2020/3/0/0,,PVD,,,4215457890000,37750872393,1192028380036,1270772496058,1689697683850,1000660473640,2161531189360,717526437270,2953067103120
2020/3/0/0,,PVT,,,2814401620000,169402228221,1569579664121,1855602541939,1462422523501,1961540295890,885043511254,111240919471,2867519280753
2020/3/0/0,,PXI,,,300000000000,-2301050902,3510644371,4695579300,46394977497,,267453041164,145483552889,234440402428
2020/3/0/0,,PXS,,,600000000000,488498644,342914011242,347912830293,141175206065,,218477829167,285163560797,947484152337
2020/3/0/0,,QBS,,,693299280000,-16731340283,127328819870,121290284742,6778364611,10300000000,565770046890,65814567280,448263853536
2020/3/0/0,,QCG,,,2751293100000,21232112507,448665743912,539769185203,37413246400,,975747290507,7012117606103,5866823086024
2020/3/0/0,,RAL,,,115000000000,69685262729,686592593720,1023517342401,548069699219,,1489857286797,812589419828,2199265280216
2020/3/0/0,,RDP,,,373367160000,5065637765,671099486877,718480367644,74531922016,,971135598314,618667720343,1490738482473
2020/3/0/0,,REE,,,3100588410000,367599987179,1078539108432,1503587577198,696804827748,1207674282801,2843714200021,953762389570,2944631973220
2020/3/0/0,,RIC,,,703687540000,-17072219780,38538125240,34498690480,29038432500,,20552601300,20826544200,114579441900
2020/3/0/0,,ROS,,,5675981210000,1352838185,634110437588,661738554773,42409798581,,4910023940126,2592698359992,4627511988570
2020/3/0/0,,S4A,,,422000000000,15870196206,22489657276,48999799706,2802103594,2000000000,44654234359,558266692,91889796898
2020/3/0/0,,SAB,,,6412811860000,1470415807896,5579652554380,8052118074111,3173374778621,14320669432877,683492320624,1703797088251,5837027977099
2020/3/0/0,,SAM,,,2565045400000,41340894341,489420613867,523094976587,267434694160,146268461777,2065848847157,510204045670,2417704300285
2020/3/0/0,,SAV,,,145998550000,13753543291,209107083404,241083882365,55757978034,29024668534,79244625687,79387049825,231710675028
2020/3/0/0,,SBA,,,604882610000,32357949633,25178160519,73351532406,2691355138,,93674522550,3713026621,139544917368
2020/3/0/0,,SBV,,,273664760000,12277670369,74093141334,126657311143,13558441251,375000,264300736114,150749707736,317614706101
2020/3/0/0,,SC5,,,149845500000,21284903822,198574365825,235707597380,242414549662,13018155110,1010561601267,616960330089,1630825397383
2020/3/0/0,,SCD,,,85000000000,1418064136,24424972697,31816392484,45697079175,90000000000,24194071377,21192784003,22519711287
2020/3/0/0,,SCR,,,3663563030000,20578093076,82276416978,112348493743,182715930364,91620546021,5234601719498,4356110889718,5006649351285
2020/3/0/0,,SCS,,,507457000000,114655332840,36756222908,167493142042,58525586291,201000000000,241064873838,6866551,79392434980
2020/3/0/0,,SFC,,,112914590000,3292479996,121104201586,139064269434,123799671965,,13530491286,10187610735,91606893022
2020/3/0/0,,SFI,,,150853050000,29123247334,260993707363,305714074953,101456645734,,201733652890,452482340,146139260612
2020/3/0/0,,SGN,,,335816910000,3970417506,106069707273,123933233774,144914229723,203380000000,254159758692,5016604538,209248450370
2020/3/0/0,,SGR,,,455399180000,2980657825,3984284179,7848832359,26263507892,50000000000,867210118362,648242365863,962668325650
2020/3/0/0,,SGT,,,740019140000,1313336194,163888594930,192452618565,60160847685,470168816,885208200363,385043534692,1030859945750
2020/3/0/0,,SHA,,,303371200000,6015719459,186938210744,220999608551,70017718239,,300676029682,288386482041,447979150740
2020/3/0/0,,SHI,,,870881810000,38784618047,1191225920722,1375487984252,93476085381,115582914856,1837983913254,931151117219,2619290295697
2020/3/0/0,,SHP,,,937102000000,-1905502254,73886706068,90099095930,83192472140,,79106744161,2942814785,416596896725
2020/3/0/0,,SII,,,645221040000,-20768269722,52064542021,48256656315,9857605055,9000000000,123756962235,16736680995,379288775243
2020/3/0/0,,SJD,,,689986200000,44502901858,46338597443,112629500999,53819945563,,650306559807,4744719758,253943234298
2020/3/0/0,,SJF,,,792000000000,-1482392422,15226087148,20814210105,19538632832,,256314643683,43824522263,245577485540
2020/3/0/0,,SJS,,,1148555400000,8990645291,94567418077,121105984179,57604922244,18757391881,521765878723,3852016564467,4082414070099
2020/3/0/0,,SKG,,,633317350000,16804162118,59203029731,86142868460,8023557562,122697414879,95301477586,28053289559,9696013734
2020/3/0/0,,SMA,,,190214990000,10197534356,9506252696,24257901868,3927620285,,16267101045,3639713069,51056881845
2020/3/0/0,,SMB,,,298466480000,49588515131,218280779364,311720385914,76741494203,70000000000,53144662753,173956036619,288306914631
2020/3/0/0,,SMC,,,609946910000,99966994995,3913641960600,4131898571603,836758548333,400002145315,1763681354787,1233763831554,4102525947463
2020/3/0/0,,SPM,,,140000000000,682281800,139543415129,155812101143,1405301813,,859045590426,35637766270,285351151894
2020/3/0/0,,SRC,,,280657650000,19715992775,188962833214,241674479500,109354724816,,238491117611,219636171410,256385111688
2020/3/0/0,,SRF,,,324953970000,10568196211,205407852105,232074254216,21045002959,126500000000,727345463582,468656376168,1220357166530
2020/3/0/0,,SSC,,,149923670000,14452509807,53584518097,85477484893,90400945098,,159571206649,94300907362,198197891593
2020/3/0/0,,ST8,,,257209020000,6820436497,162632119178,206215332573,84085207025,21426229211,69013601489,157558567432,93235840042
2020/3/0/0,,STG,,,982533570000,66611481674,422131351577,529856476648,207592706796,73008172814,512313104993,44318391987,523768879217
2020/3/0/0,,STK,,,707269440000,20108290292,287566696053,327748192203,106227166369,,97986137828,443946942655,700680761114
2020/3/0/0,,SVC,,,249955730000,66828066201,3674359740483,3900572379823,292180185550,39332075283,632649075274,973405634349,2065940072896
2020/3/0/0,,SVI,,,128324370000,39600547577,368466068851,447357539724,9684338063,142000000000,381718543888,160485485429,476969021220
2020/3/0/0,,SVT,,,105269370000,1331850085,38574104182,39511606070,1947596143,6014723330,13955335375,,1288228934
2020/3/0/0,,SZC,,,1000000000000,37085243616,37320339906,88536470290,215102242152,120000000000,91579193381,2843274201,1094919593577
2020/3/0/0,,SZL,,,200000000000,24401193638,59668800824,87702101334,270318902959,171300000000,44273855449,73405800022,109129048172
2020/3/0/0,,TAC,,,338796480000,79137398714,1184392883054,1404370687103,186415405287,245000000000,626387501297,536320293969,1227267914425
2020/3/0/0,,TBC,,,635000000000,75993804973,54187336296,159561569555,54766662415,30630000000,160537222760,4717519453,102829918243
2020/3/0/0,,TCD,,,472945900000,20295878555,543660510691,651013362155,366004741729,13741748890,2257346403035,249415151203,2687334007112
2020/3/0/0,,TCL,,,301584360000,19183575888,246616412050,286614416486,83162986236,202400000000,187387981188,3395598414,365542167712
2020/3/0/0,,TCM,,,620683490000,85554201635,804222494058,979584856138,271740984515,267297097758,329827448051,826720486241,1271379985470
2020/3/0/0,,TCO,,,167280760000,5119304009,36183015797,44781122560,59737977316,,62129704202,13888808964,23241342388
2020/3/0/0,,TCR,,,454328360000,-6298716972,189239072734,229022037674,85826761211,,120922328524,398231139082,459914636688
2020/3/0/0,,TCT,,,127880000000,-5866970012,14278872595,2629935562,35363491217,12800000000,251856612341,2689734107,9238358389
2020/3/0/0,,TDC,,,1000000000000,55777086607,215403310866,357146820498,22996722596,,399950411514,2435858543723,4224346168277
2020/3/0/0,,TDG,,,167700000000,3863505160,159892942611,174297581780,4847099610,30000000000,89253463832,33383595020,161721862808
2020/3/0/0,,TDH,,,1126527670000,15475041392,190915293110,191816267198,31976137687,19982976000,918588362041,1363680131815,2066757388717
2020/3/0/0,,TDM,,,1000000003750,41763121524,46001125093,100333443095,181380754623,,235861635499,7564848170,220601395787
2020/3/0/0,,TDP,,,479999990000,26815507157,340068624850,409868453918,25718864880,23150000000,306858023759,913228422411,1097763308345
2020/3/0/0,,TDW,,,85000000000,7361115911,165387467911,245645834384,172809458448,57213583562,20780928392,20529558622,290004064359
2020/3/0/0,,TEG,,,323836420000,168613547,56071745037,59510761109,5077871949,,220826321439,61371645900,156699951739
2020/3/0/0,,TGG,,,272999900000,-266545378,2601143158,2623660000,506722526,,97314732955,14609311828,11838822408
2020/3/0/0,,THG,,,145195600000,30320704406,295731846559,388987582515,193293231749,43525076635,239842426221,370301243087,767208791015
2020/3/0/0,,THI,,,488000000000,47946365967,465545331967,569285994788,192777411067,30000000000,1029474028432,588670353759,1327967203747
2020/3/0/0,,TIP,,,260031430000,10909574650,13542153958,38310965860,42745515183,31070000000,172754252028,161424743712,144386640242
2020/3/0/0,,TIX,,,300000000000,22081396581,11908504633,44657832203,66927380559,189000000000,55537673799,111344552429,107925818829
2020/3/0/0,,TLD,,,380540770000,8503166858,69292416577,80618029128,49243400647,6820000000,277248035361,124999447418,165364172565
2020/3/0/0,,TLG,,,777944530000,128651102799,462624122788,824028597006,305713333640,276000000000,437118419859,658184404257,549541701796
2020/3/0/0,,TLH,,,1021106210000,12749970694,840554687294,893731105805,13752116869,130628457049,302429013614,1878354588414,1499048708663
2020/3/0/0,,TMP,,,700000000000,22291155135,74633381070,112797812944,183726635071,429000000000,279273125817,7313567642,119443021350
2020/3/0/0,,TMS,,,631104100000,87153485991,876565087915,961343054680,477112457803,204017928926,600456633223,5419275310,834503355125
2020/3/0/0,,TMT,,,372876800000,283835026,461539787711,501161462672,9969702167,4050000000,154462386714,931121157204,981159452290
2020/3/0/0,,TN1,,,175559840000,34727860004,90936254870,141283074078,66377606038,44500000000,451261558360,1988223225,346416031345
2020/3/0/0,,TNA,,,345940600000,10603900955,1262183059886,1309775481431,66129762810,,865654856262,850355515800,1453255100528
2020/3/0/0,,TNC,,,192500000000,2377937119,7920902358,8859904890,17944777787,164000000000,15762999442,13670734783,21036041127
2020/3/0/0,,TNH,,,415000000000,33275954712,44779293432,88740907158,4643507812,,183195332819,7943896567,137958081945
2020/3/0/0,,TNI,,,525000000000,-3633275058,207074134218,210555061462,10434377173,6300000000,628020951963,307527111514,399909890840
2020/3/0/0,,TPC,,,244305960000,7483550513,202556082195,224836174966,19844978265,136200000000,102581446592,191914898762,351548824582
2020/3/0/0,,TRA,,,414536730000,51165832292,208822097594,458623570529,269089951162,17320000000,227392212908,375362938197,291414919519
2020/3/0/0,,TRC,,,300000000000,8697875144,84733487603,98041876267,113894607788,,188173765231,48112492806,122991844405
2020/3/0/0,,TS4,,,161606460000,425434681,119084613523,124415181779,866757249,,154758410020,684681686040,729773400828
2020/3/0/0,,TSC,,,1476480840000,6486408567,111166957562,127797774681,14705842493,300676821623,42516757090,40648389520,133987153160
2020/3/0/0,,TTA,,,1350000000000,61653635882,27278216454,145646463123,7055058740,,219252157562,394547272,373210956092
2020/3/0/0,,TTB,,,468269540000,1458897368,99934248128,104773828627,75214408159,75875199316,470763315281,70012006542,438845166787
2020/3/0/0,,TTE,,,284904000000,-15918451605,18906139488,20962963103,1130239171,,63537224923,,133158421636
2020/3/0/0,,TTF,,,3111983020000,9057832505,202891106057,247718773660,62252768440,17599839732,354566962020,773588448149,2034630897920
2020/3/0/0,,TV2,,,360149520000,51259644613,961990740886,1041523617517,275416052947,482900000000,1328057587483,469100786442,1677793569019
2020/3/0/0,,TVT,,,210000000000,16881992764,427219800960,481979255510,198953556566,239000000000,367193614122,278790567495,1068550912408
2020/3/0/0,,TYA,,,306899450637,21888689533,320770471615,365225634203,121263387140,106900000000,296572260555,312650725285,508258167924
2020/3/0/0,,UDC,,,350000000000,-3812784338,99083787536,105202493055,6295804030,400000000,204753932278,306921964756,500042394809
2020/3/0/0,,UIC,,,80000000000,17599751026,646218162365,668625787486,18354474743,,151109124543,90691490295,152957006417
2020/3/0/0,,VAF,,,376653480000,4294253175,98671304793,124304866471,52879200716,26000000000,95015988406,258081397686,117736047273
2020/3/0/0,,VCF,,,265791350000,209007954534,546510680736,799995135219,192725944901,,1021183080855,239816445516,701225946308
2020/3/0/0,,VCG,,,4417106730000,1037747080594,984524813865,1269944193062,2025397586934,1132571437234,6798178919397,1984055407643,6832677761278
2020/3/0/0,,VDP,,,127829040000,9342557649,122840242596,157396087812,84777032773,99896797041,259153230334,225684823023,381683529838
2020/3/0/0,,VFG,,,320888640000,46421200309,418882817697,622681484637,270819945411,,402544259695,542419241291,621328084345
2020/3/0/0,,VGC,,,4483500000000,218221684609,1650489653278,2291471043926,2043376810198,64239910855,1345022842387,3628290132231,7161228418457
2020/3/0/0,,VHC,,,1833769560000,175416915861,1570390085735,1799791123923,199865328441,1456816113537,1478653914573,1440164186199,1619356168830
2020/3/0/0,,VHM,,,33495139000000,6146258000000,17367779000000,26482588000000,13547878000000,2449214000000,46862595000000,49008127000000,118476910000000
2020/3/0/0,,VIC,,,33824306000000,1435539000000,29612674000000,35913718000000,30288635000000,4987739000000,58665039000000,72027916000000,183306409000000
2020/3/0/0,,VID,,,280739390000,11789849389,206271972119,233005713729,36333533920,64538807671,278160849488,151375221431,434576364681
2020/3/0/0,,VIP,,,684709410000,5561647381,96856701706,118863440618,214008430820,300000000000,39667978617,59491577058,138686679510
2020/3/0/0,,VIS,,,738303930000,26733756188,1104525818417,1151810067908,363532629430,480000000000,803980321876,698876823637,2267454098383
2020/3/0/0,,VJC,,,5416113340000,-971247566670,3421461737420,2809498694891,2298775806473,419000000000,18907398112367,679882809195,19962301744502
2020/3/0/0,,VMD,,,154402680000,10103476220,4109251487890,4365302752654,289790963413,20805000000,3409039633416,4793054704462,8670184449143
2020/3/0/0,,VNE,,,904329530000,2090639214,215481494062,239157887213,137729347251,6192763939,458820385458,187823226838,599264566439
2020/3/0/0,,VNG,,,972766080000,-14660851231,77872574948,102991219475,18164687114,293515,602830482337,9241275693,488250856611
2020/3/0/0,,VNL,,,90000000000,6109011172,266294583083,273935935831,66622336684,988500000,195778559644,,104633076934
2020/3/0/0,,VNM,,,20899554450000,3138175662737,8296414517093,15563157998229,2335881481579,17872002664622,5976863349617,5246489877728,18164145581085
2020/3/0/0,,VNS,,,678591920000,-57144437069,243022137805,221993794855,152925441254,,146709987630,13631691349,264384669978
2020/3/0/0,,VOS,,,1400000000000,-21467128444,301285502814,293230285733,79469371433,198848000000,540558731093,76561913164,1298720817032
2020/3/0/0,,VPD,,,1065896290000,47169848710,70844952392,156303168927,109031160637,,73580288345,1276364796,319100569814
2020/3/0/0,,VPG,,,391998140000,19923829555,538004769439,596564784792,116490739753,53837750000,958093542579,601148403172,1482671708418
2020/3/0/0,,VPH,,,953578000000,895757826,8557145770,27602945135,19424644986,5131688000,862103704377,784986211161,1044530267921
2020/3/0/0,,VPI,,,1600000000000,68151313134,196958282310,376480411883,441136539992,4000000000,3647334201429,2533198912829,4196373553344
2020/3/0/0,,VPS,,,244607920000,2976309351,96397969600,132346471260,72462766930,,109296548368,149145047683,144981226838
2020/3/0/0,,VRC,,,500000000000,128938892,44200000,1236000000,9842176171,,31623519358,1149930685387,326442836666
2020/3/0/0,,VRE,,,23288184000000,572391000000,915567000000,1760351000000,2225517000000,1893283000000,1671928000000,1202985000000,4781388000000
2020/3/0/0,,VSC,,,551227980000,78278215475,319184396028,428963773612,407650658908,69400000000,246849946656,25719938117,291985294398
2020/3/0/0,,VSH,,,2062412460000,29581179540,53063515307,95160406345,5304739404,35000000000,186179846856,98137043229,1099513410028
2020/3/0/0,,VSI,,,132000000000,4365126294,25894789864,42397520683,50585014394,12222000000,170549817561,21166981425,211597143671
2020/3/0/0,,VTB,,,119820500000,10065807923,95102473280,133532655883,12806778520,9287396250,69838214196,134677964094,107359498295
2020/3/0/0,,VTO,,,798666660000,15567101592,202130438808,244397575052,282609388850,,45873496253,90893561838,331546201240
2020/3/0/0,,YBM,,,142998800000,6442197476,87197375139,124144985682,9691387231,,123811339733,51667459983,196092256818
2020/3/0/0,,YEG,,,312799680000,13273581214,359707661893,432341064477,52939151050,3550000000,663904145747,66586264757,260540116864
2020/2/0/0,,AAA,,,1711999760000,74202580588,1627230324269,1810595983352,267894557509,727670657534,2316599745175,897444507113,3149512205775
2020/2/0/0,,AAM,,,123464110000,-595020743,22572548501,23776038207,13267773103,36597459920,7934862189,116959047295,11717845368
2020/2/0/0,,AAT,,,348000000000,3825320108,61834461109,72296889525,9949503416,1000000000,187310941968,17269249375,133162632798
2020/2/0/0,,ABS,,,288000000000,6049849978,129157729036,142278338728,2644365903,,331233742249,14642226079,257381837610
2020/2/0/0,,ABT,,,141072070000,9846118706,78470654265,88892645088,17649100466,8717151855,52955445927,133624001847,83423721430
2020/2/0/0,,ACC,,,100000000000,16104325113,84047672955,116668046514,27010596061,,301742697878,143422497924,300243379214
2020/2/0/0,,ACL,,,227996750000,4084141763,205637499896,241534104100,19937443907,,223232618695,834111514171,813146083864
2020/2/0/0,,ADS,,,255178010000,-7632741559,266792794738,275047020990,6201579646,288032533656,598837748494,450126125700,1194374834345
2020/2/0/0,,AGG,,,750000000000,192006202330,18848726316,17259800681,352196883485,95488410294,1099564959225,5049892053614,4709526447054
2020/2/0/0,,AGM,,,182000000000,8615456821,476593856754,517052492446,4713724043,230045824000,122946056236,349729113228,453433076323
2020/2/0/0,,AMD,,,1635048740000,2306214513,364094088375,385448697783,25821465327,50450000000,1654428443546,203881813052,683852312344
2020/2/0/0,,ANV,,,1275396250000,32134111066,794134407471,884093449537,108602803175,313600000000,321929498641,1692314879047,1629175094513
2020/2/0/0,,APC,,,201213950000,11898980444,12358603017,33511471669,67375092861,70124686633,47342488030,52200000,35738120278
2020/2/0/0,,APH,,,1282624590000,66112470281,1796754242151,2002109027527,315042510646,727670657534,2677936825033,1074589114506,3694814431523
2020/2/0/0,,ASG,,,630449640000,15429407288,110362512451,144448241261,343840699034,145993978919,249913591544,8864425310,284987238742
2020/2/0/0,,ASM,,,2588678490000,161277781231,2528907278436,2893585945630,579357851787,441646636414,3459392374719,3459705280329,6566580396032
2020/2/0/0,,ASP,,,373399290000,11688951703,448562864678,573293632176,86126983468,33605995976,324146547345,138695940856,920407438341
2020/2/0/0,,AST,,,450000000000,-14573246874,26249995198,45957576106,82865343457,217026000000,60576919399,62769627432,79912845876
2020/2/0/0,,BBC,,,154207820000,49012866055,137221451604,170970207553,154778893008,87594314182,160922288921,124306434526,365272091992
2020/2/0/0,,BCE,,,300000000000,5523512060,82540843153,90644661168,19667103973,,578177582738,133426689065,509848618994
2020/2/0/0,,BCG,,,1080057600000,18749924944,450245964335,521975803904,256650329845,26521748890,4014954372948,1118088214317,5484703619156
2020/2/0/0,,BCM,,,10350000000000,248327426052,700190178474,1254320746036,424344478331,154994890410,4442255124142,24076107834633,23715531967926
2020/2/0/0,,BFC,,,571679930000,74672582357,1424536022960,1656176113403,301040645426,4000000000,932051999132,1265752160608,2075778172045
2020/2/0/0,,BHN,,,2318000000000,245617225042,1549893620359,2118137370373,1334094261183,1600672347855,411808902371,654521154146,2171344628565
2020/2/0/0,,BMC,,,123926300000,3565071929,28986659323,38589229998,14106891841,25000000000,3927136270,115771941910,48292325844
2020/2/0/0,,BMP,,,818609380000,154582946515,897826089324,1250876969617,327615836853,836000000000,355849964477,406897497076,419782693925
2020/2/0/0,,BRC,,,123749970000,6212064910,58048600670,77826825617,15904143122,3000000000,66730872257,68013083229,80230940448
2020/2/0/0,,BTP,,,604856000000,44885653689,47061958984,75730519080,58521476416,534650000000,101810781404,176094882107,176618663754
2020/2/0/0,,BTT,,,135000000000,5404601768,27133837373,40979904881,8594920265,69217123227,15146132138,26297453341,58025087362
2020/2/0/0,,BWE,,,1500000000000,117562050182,394199161691,691901690584,140436247615,101300000000,685321131655,576165200317,1623016766906
2020/2/0/0,,C32,,,150301450000,26629853602,148481246800,192893354633,57293460235,109366470142,233647882440,71849372378,345060406399
2020/2/0/0,,C47,,,170201300000,9131939055,299097365335,340405188414,34454595857,,440074774355,825163013944,1132052108471
2020/2/0/0,,CAV,,,576000000000,112562702001,2090535015863,2362399100147,56111448373,,1770440766164,1543195212424,2924547688333
2020/2/0/0,,CCI,,,177438650000,6932084259,52183250307,61231001102,27444275261,241449487000,19051971505,6347088710,24883029965
2020/2/0/0,,CCL,,,474998850000,10374003413,188667985176,208317283806,10044396877,,498753390015,246778096529,391924104872
2020/2/0/0,,CDC,,,219889684000,9432229615,57326566975,64995806162,75646700000,323987653080,142725468179,204587482208,386836824635
2020/2/0/0,,CEE,,,415000000000,6451647649,180779871678,186016405354,87655081147,,1099807723873,711155456149,1362228474164
2020/2/0/0,,CHP,,,1385985050000,-4414308019,77301487252,114356813519,179796329557,,94572697537,9629584500,532138534509
2020/2/0/0,,CIG,,,315399470000,-136323033923,174261624118,37574374721,2548020099,,396941515912,86571173042,396072202893
2020/2/0/0,,CII,,,2831681520000,116356989701,392988277043,651882190240,736609746939,777451951215,3575608778704,6255488392623,10888682478011
2020/2/0/0,,CKG,,,500000000000,62604328009,327228485404,455066678642,76151069749,1729632432,1198412155005,2776566341970,1974702621347
2020/2/0/0,,CLC,,,262075830000,30164500050,403493759658,465736008863,79130521470,,175907684044,602439029903,280661829903
2020/2/0/0,,CLL,,,340000000000,25819830691,47871856036,82219116219,147082942992,114000000000,55257157687,438963029,131981639208
2020/2/0/0,,CLW,,,130000000000,4679037870,269396661188,286917399545,49176083731,91200140684,55003265768,11967014454,228853884793
2020/2/0/0,,CMG,,,999998660000,42758943573,864266805852,1058027837518,296052802088,1199834894357,1268324795568,216896132171,1884668052648
2020/2/0/0,,CMV,,,121039120000,6141404468,992839221722,1034492545262,30977501732,18500000000,102413595976,348231676430,432832847477
2020/2/0/0,,CMX,,,264424680000,17854860739,375280721580,426533007618,33835690622,8000000000,301661851722,561411925655,901801574825
2020/2/0/0,,CNG,,,270000000000,715310881,477795508977,497372552462,391334709976,,349148758224,23274351154,434797248309
2020/2/0/0,,COM,,,141206280000,672248756,527236758050,552478230032,53449589697,12877379600,56126612065,58739330548,50979280435
2020/2/0/0,,CRC,,,150000000000,521866169,25481200969,28506671330,10945017679,6000000000,135563739851,115353511641,207829871224
2020/2/0/0,,CRE,,,800000000000,97263418119,245157293723,429985505719,176910168388,,1308355066131,66195184397,689390593880
2020/2/0/0,,CSM,,,1036264670000,18882172855,1050241248237,1245614770950,97134558764,,966199670739,1201409367708,2268611457363
2020/2/0/0,,CSV,,,442000000000,53214182908,241688660069,341017285301,173684044247,165000000000,144844122978,248139665677,220550029809
2020/2/0/0,,CTD,,,792550000000,158419825864,3727867622901,3971457955191,225702665430,3455990000000,8517922669753,1227587035514,6527617071132
2020/2/0/0,,CTF,,,455399680000,83056428,971805988031,1017432169078,36566623224,,601112412009,335909698383,843323800071
2020/2/0/0,,CTI,,,629999970000,53234802315,118028208937,157540730045,110228273077,,315713037321,212463080841,744912630023
2020/2/0/0,,CVT,,,366908870000,40836905334,275808972623,338850436215,45816223926,,27757656062,504056934495,458049167888
2020/2/0/0,,D2D,,,213549840000,101488297990,20443558106,68219009570,48415391064,1266000000000,173445636026,191441053115,533647744770
2020/2/0/0,,DAG,,,517950850000,2120896946,583716907026,615914748762,25319466471,,305786487067,680443457813,849928845041
2020/2/0/0,,DAH,,,342000000000,19042163,4441943620,1834679905,1716480592,,29039657003,41445601738,56901810489
2020/2/0/0,,DAT,,,460054130000,14439488478,515136497752,546706152222,206388095777,102116636414,542589614771,158810004746,796816793022
2020/2/0/0,,DBC,,,1047639110000,401360938109,1548426171546,2218242274612,183354659764,503058374740,388304291691,3629634103616,4583868163662
2020/2/0/0,,DBD,,,523790000000,37685799286,157821208145,255863347594,47690094453,36541393300,426691653536,346807847033,369990330775
